Country,Title,Type,Category,Frequency,Owner (group),Publisher,Ad Sales,Location / Note,Circulation,Country,Vertical,Audience,B2B/B2C,Reach,Format,Native fit,Tags,URL,URL_status
SE,Byggvärlden,Fackpress,Bygg,Veckovis,Selvstendig,Byggvärlden,Direkte hos utgivare,,,SE,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.byggvarlden.se,VERIFIED
SE,Byggindustrin,Fackpress,Bygg,Veckovis,Selvstendig,Byggindustrin,Direkte hos utgivare,Største byggebladet,,SE,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.byggindustrin.se,VERIFIED
SE,Husbyggaren,Fackpress,Bygg/teknikk,8x/år,Selvstendig,Husbyggaren,Direkte hos utgivare,,,SE,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.husbyggaren.se,VERIFIED
SE,Trä & Möbelforum,Fackpress,Tre/møbler,Periodisk,Selvstendig,T&M,Direkte hos utgivare,,,SE,B2B – Construction & Property,Wood industry pros,B2B,National,Print + Digital,High,,https://www.tmf.se,VERIFIED
SE,Cementa,Fackpress,Sement/bygg,Periodisk,Cementa,Cementa,Direkte hos utgivare,,,SE,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.cementa.se,VERIFIED
SE,Anläggningsvärlden,Fackpress,Anlegg,Månedlig,Selvstendig,Anläggningsvärlden,Direkte hos utgivare,,,SE,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.anlaggningsvarlden.se,VERIFIED
SE,Byggnadsarbetaren,Fackpress,Bygg/fagforening,Månedlig,Byggnads,Byggnads,Direkte hos utgivare,Største bygningsarbeider-tidning,100000,SE,B2B – Trade Union,Trade union members,B2B,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.byggnadsarbetaren.se,VERIFIED
SE,Målaren,Fackpress,Maler,8x/år,Målareförbundet,Målareförbundet,Direkte hos utgivare,,,SE,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.malareforbundet.se,LIKELY_OK
SE,Elektrikern,Fackpress,Elektriker,10x/år,Svenska Elektrikerförbundet,SEF,Direkte hos utgivare,,,SE,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.sef.se,VERIFIED
SE,VVS-aktuellt,Fackpress,VVS,Periodisk,Selvstendig,VVS,Direkte hos utgivare,,,SE,B2B – Construction & Property,Construction & property pros,B2B,National,Print + Digital,High,,https://www.vvsforum.se,VERIFIED
SE,Transportarbetaren,Fackpress,Transport,Månedlig,Transportarbetareförbundet,Transport,LO Mediehus Annonsförsäljning,,60000,SE,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,circulation-reported,https://www.transportarbetaren.se,VERIFIED
SE,Sjömannen,Fackpress,Maritim,8x/år,SEKO sjöfolk,SEKO,Direkte hos utgivare,,,SE,B2B – Maritime,Seamen,B2B,National,Print + Digital,High,,https://www.seko.se,VERIFIED
SE,Trailer,Fackpress,Lastebil,11x/år,Sveriges Åkeriföretag,Åkeri,Direkte hos utgivare,,,SE,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.transportnet.se,VERIFIED
SE,Tidningen Proffs,Fackpress,Lastebil,10x/år,Selvstendig,Proffs,Direkte hos utgivare,,,SE,B2B – Transport & Logistics,Truck drivers,B2B,National,Print + Digital,High,,https://www.proffs.com,LIKELY_OK
SE,Mobility Today,Fackpress,Mobilitet,Periodisk,Selvstendig,MT,Direkte hos utgivare,,,SE,B2B – Transport & Logistics,Mobility pros,B2B,National,Print + Digital,High,,https://www.allabilar.se,UNVERIFIED
SE,Auto Motor & Sport,Magasin,Bil,Månedlig,Bonnier,Bonnier,Bonnier News Brands,,32000,SE,Auto & Motor,General consumer,B2C,National,Print + Digital,High,circulation-reported,https://www.automotorsport.se,VERIFIED
SE,Auto News,Fackpress,Bilbransje,Veckovis,Selvstendig,Auto News,Direkte hos utgivare,B2B,,SE,B2B – Retail,Automotive trade,B2B,National,Print + Digital,High,,https://www.autonews.se,VERIFIED
SE,Branschnytt,Fackpress,Auto,Periodisk,Selvstendig,Branschnytt,Direkte hos utgivare,,,SE,Auto & Motor,General consumer,B2B,National,Print + Digital,High,,https://www.branschnytt.se,VERIFIED
SE,Tidskriften Äldreomsorg,Fackpress,Eldreomsorg,6x/år,Gothia Kompetens,Gothia,Direkte hos utgivare,,,SE,B2B – Healthcare,Elderly care pros,B2B,National,Print + Digital,High,,https://www.aldreomsorg.se,LIKELY_OK
SE,Funktionshinderpolitik,Fackpress,Funksjonshinder,Kvartalsvis,Selvstendig,FHP,Direkte hos utgivare,,,SE,B2B – Charity & Third Sector,Disability advocates,B2B,National,Print + Digital,Medium,,https://www.fub.se,VERIFIED
SE,Socionomen,Fackpress,Sosialarbeid,8x/år,Akademikerförbundet SSR,SSR,Direkte hos utgivare,,,SE,B2B – Public Sector,Social workers,B2B,National,Print + Digital,High,,https://www.akademssr.se,VERIFIED
SE,Tidskrift för Svensk Psykiatri,Fackpress,Psykiatri,Kvartalsvis,SLPF,SLPF,Direkte hos utgivare,,,SE,B2B – Healthcare,Psychiatrists,B2B,National,Print + Digital,High,,https://svenskpsykiatri.se,UNVERIFIED
SE,Psykologtidningen,Fackpress,Psykologi,8x/år,Sveriges Psykologförbund,PSF,Direkte hos utgivare,,,SE,B2B – Healthcare,Psychologists,B2B,National,Print + Digital,High,,https://psykologtidningen.se,VERIFIED
SE,Computer Sweden,Fackpress,IT,2x/uke,IDG,IDG,IDG Sales,CIO/IT-bransjen,,SE,B2B – IT & Tech,IT professionals,B2B,National,Print + Digital,High,,https://computersweden.idg.se,VERIFIED
SE,IDG.se,Fackpress,IT,Digital,IDG,IDG,IDG Sales,,,SE,B2B – IT & Tech,IT professionals,B2B,National,Digital,High,,https://www.idg.se,VERIFIED
SE,CIO Sweden,Fackpress,IT-ledelse,Periodisk,IDG,IDG,IDG Sales,,,SE,B2B – IT & Tech,IT professionals,B2B,National,Print + Digital,High,,https://cio.idg.se,VERIFIED
SE,Mobile-news,Fackpress,Mobil/telekom,Periodisk,Selvstendig,Mobile-news,Direkte hos utgivare,,,SE,B2B – IT & Tech,Mobile industry pros,B2B,National,Print + Digital,High,,https://www.mobile.se,LIKELY_OK
SE,PC för Alla,Magasin,Tech,Månedlig,IDG,IDG,IDG Sales,,,SE,Tech & Gadgets,General consumer,B2C,National,Print + Digital,Medium,,https://pcforalla.idg.se,VERIFIED
SE,M3,Magasin,Tech,Månedlig,IDG,IDG,IDG Sales,,,SE,Tech & Gadgets,General consumer,B2C,National,Print + Digital,Medium,,https://m3.idg.se,VERIFIED
SE,Mac World,Magasin,Tech/Apple,Månedlig,IDG,IDG,IDG Sales,,,SE,Tech & Gadgets,General consumer,B2C,International,Print + Digital,High,,https://macworld.idg.se,VERIFIED
SE,Voister,Fackpress,IT/offentlig sektor,Periodisk,Selvstendig,Voister,Direkte hos utgivare,,,SE,B2B – IT & Tech,IT professionals,B2B,National,Print + Digital,High,,https://www.voister.se,VERIFIED
SE,OffentligaJobb,Fackpress,Offentlig sektor,Digital,Selvstendig,OJ,Direkte hos utgivare,,,SE,B2B – Public Sector,Public sector workers,B2B,National,Digital,High,,https://www.offentligajobb.se,VERIFIED
SE,Dagens Samhälle,Fackpress,Offentlig sektor,Veckovis,SKR,SKR,Direkte hos utgivare,Sveriges Kommuner och Regioner,,SE,B2B – Public Sector,Public sector workers,B2B,National,Print + Digital,High,,https://www.dagenssamhalle.se,LIKELY_OK
SE,Förvaltning & Service,Fackpress,Offentlig,Periodisk,Selvstendig,F&S,Direkte hos utgivare,,,SE,B2B – Public Sector,Public sector workers,B2B,National,Print + Digital,High,,https://www.fastighetsfolket.se,VERIFIED
SE,Kommun & Politik,Fackpress,Kommune,Periodisk,Selvstendig,K&P,Direkte hos utgivare,,,SE,B2B – Public Sector,Public sector workers,B2B,National,Print + Digital,High,,https://www.skr.se,VERIFIED
SE,Tidningen Pension,Fackpress,Pensjon,Periodisk,Selvstendig,Pension,Direkte hos utgivare,,,SE,Seniors 55+,Adults 55+,B2B,National,Print + Digital,High,,https://www.pensionsmyndigheten.se,VERIFIED
SE,Inblicken,Fackpress,Offentlig,Periodisk,Selvstendig,Inblicken,Direkte hos utgivare,,,SE,B2B – Public Sector,Public sector workers,B2B,National,Print + Digital,High,,https://www.inblicken.se,VERIFIED
SE,Advokaten,Fackpress,Juss,Månedlig,Sveriges Advokatsamfund,Advokatsamfundet,Direkte hos utgivare,,,SE,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://www.advokatsamfundet.se/advokaten,LIKELY_OK
SE,Juridisk Tidskrift,Fackpress,Juss,Kvartalsvis,Stiftelsen Juridisk Tidskrift,JT,Direkte hos utgivare,,,SE,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://juridisktidskrift.se,VERIFIED
SE,Svensk Juristtidning,Fackpress,Juss,8x/år,Iustus Förlag,SvJT,Direkte hos utgivare,Fra 1916,,SE,B2B – Legal,Legal professionals,B2B,National,Print + Digital,High,,https://svjt.se,VERIFIED
SE,Lag & Avtal,Fackpress,Arbeidsrett,8x/år,Bonnier Business,Bonnier,Bonnier News Brands,,,SE,B2B – Finance & Insurance,Financial services pros,B2B,National,Print + Digital,High,,https://www.lag-avtal.se,VERIFIED
SE,Officerstidningen,Fackpress,Forsvar,8x/år,Officersförbundet,Officersförbundet,Direkte hos utgivare,,12000,SE,B2B – Defense & Police,Defence & police personnel,B2B,National,Print + Digital,High,circulation-reported,https://www.officersforbundet.se,VERIFIED
SE,Polistidningen,Fackpress,Politi,6x/år,Polisförbundet,Polisförbundet,Direkte hos utgivare,,21000,SE,B2B – Defense & Police,Defence & police personnel,B2B,National,Print + Digital,High,circulation-reported,https://polisforbundet.se,VERIFIED
SE,Försvarets Forum,Fackpress,Forsvar,6x/år,Försvarsmakten,Försvarsmakten,Direkte hos utgivare,,,SE,B2B – Defense & Police,Defence & police personnel,B2B,National,Print + Digital,High,,https://www.forsvarsmakten.se,VERIFIED
SE,Fritänk,Fackpress,Frimureri,Periodisk,Frimurarna,Frimurarna,Direkte hos utgivare,,,SE,B2B – Other Trade Press,Industry professionals,B2B,National,Print + Digital,High,,https://www.frimurarorden.se,VERIFIED
SE,Sändaren,Dagstidning,Religion,Veckovis,Berling Media,Berling,Direkte hos utgivare,Equmeniakyrkan,30000,SE,Religion,Religious (Christian),B2B,National,Print + Digital,Medium,circulation-reported,https://www.sandaren.se,VERIFIED
SE,Kyrkans Tidning,Dagstidning,Religion,Veckovis,Verbum,Verbum,Direkte hos utgivare,Svenska Kyrkan,90000,SE,Religion,Religious (Christian),B2B,National,Print + Digital,Medium,circulation-reported,https://www.kyrkanstidning.se,VERIFIED
SE,Hemmets Vän,Magasin,Religion,Veckovis,Selvstendig,Hemmets Vän,Direkte hos utgivare,Frikyrklig,,SE,Religion,Religious (Christian),B2C,National,Print + Digital,Low,,https://www.hemmetsvan.se,VERIFIED
SE,Pingst,Magasin,Religion,Månedlig,Pingst,Pingst,Direkte hos utgivare,Pinsebevegelsen,,SE,Religion,Religious (Christian),B2B,National,Print + Digital,Medium,,https://www.pingst.se,VERIFIED
SE,Liv & Hälsa,Magasin,Religion/helse,Månedlig,Adventistsamfundet,Adv.,Direkte hos utgivare,,,SE,Health & Fitness,General consumer,B2B,National,Print + Digital,High,,https://www.adventist.se,VERIFIED
SE,Svensk Idrott,Fackpress,Idrett,6x/år,Riksidrottsförbundet,RF,Direkte hos utgivare,Idrettsforbundet,,SE,Sports,General consumer,B2B,National,Print + Digital,High,,https://www.rf.se,VERIFIED
SE,Idrottens Affärer,Fackpress,Idrett/næring,Månedlig,Selvstendig,IA,Direkte hos utgivare,,,SE,Sports,General consumer,B2B,National,Print + Digital,High,,https://www.idrottensaffarer.se,VERIFIED
SE,Offside,Magasin,Fotball,6x/år,Selvstendig,Offside,Direkte hos utgivare,Største fotballmagasin,25000,SE,Sports – Football/Hockey,General consumer,B2C,National,Print + Digital,Medium,circulation-reported,https://www.offside.org,VERIFIED
SE,Fotbollsmagasinet,Magasin,Fotball,6x/år,Selvstendig,FM,Direkte hos utgivare,,,SE,Sports – Football/Hockey,General consumer,B2C,National,Print + Digital,Medium,,https://www.fotbollsmagasinet.se,VERIFIED
SE,Hockeysverige,Magasin,Ishockey,Månedlig,Bonnier,Bonnier,Bonnier News Brands,,,SE,Sports – Football/Hockey,General consumer,B2C,National,Print + Digital,Medium,,https://www.hockeysverige.se,VERIFIED
SE,Skidsport,Magasin,Ski,6x/år,Selvstendig,Skidsport,Direkte hos utgivare,,,SE,Sports,General consumer,B2C,National,Print + Digital,Medium,,https://www.skidor.com,VERIFIED
SE,Allt om Sport,Magasin,Sport,Månedlig,Selvstendig,AoS,Direkte hos utgivare,,,SE,Sports,General consumer,B2C,National,Print + Digital,Medium,,https://www.allas.se/sport,UNVERIFIED
SE,Längdåkning,Magasin,Langrenn,6x/år,Selvstendig,Längdåkning,Direkte hos utgivare,,,SE,Sports,Cross-country ski enthusiasts,B2C,National,Print + Digital,Medium,,https://www.skidor.com,VERIFIED
SE,På Snö,Magasin,Ski,6x/år,Selvstendig,På Snö,Direkte hos utgivare,,,SE,Sports,Ski enthusiasts,B2C,National,Print + Digital,Medium,,https://www.pa.se,UNVERIFIED
SE,Åka Skidor,Magasin,Ski,6x/år,Selvstendig,Åka Skidor,Direkte hos utgivare,,,SE,Sports,General consumer,B2C,National,Print + Digital,Medium,,https://www.akaskidor.se,VERIFIED
SE,Hundsport,Magasin,Hund,Månedlig,Svenska Kennelklubben,SKK,Direkte hos utgivare,,,SE,Pets,General consumer,B2C,National,Print + Digital,Medium,,https://www.skk.se,VERIFIED
SE,Hund,Magasin,Hund,8x/år,Selvstendig,Hund,Direkte hos utgivare,,,SE,Pets,General consumer,B2C,National,Print + Digital,Medium,,https://www.hund.se,VERIFIED
SE,Min Hund,Magasin,Hund,8x/år,Selvstendig,Min Hund,Direkte hos utgivare,,,SE,Pets,Children (3-12),B2C,National,Print + Digital,Medium,,https://www.minhund.com,LIKELY_OK
SE,Hästen,Magasin,Hest,Månedlig,Selvstendig,Hästen,Direkte hos utgivare,,,SE,Sports – Equestrian,Equestrian enthusiasts,B2C,National,Print + Digital,High,,https://www.hastnet.se,VERIFIED
SE,Hippson,Magasin,Hest,6x/år,Selvstendig,Hippson,Direkte hos utgivare,,,SE,Sports – Equestrian,Equestrian enthusiasts,B2C,National,Print + Digital,High,,https://www.hippson.se,VERIFIED
SE,Hästsport,Magasin,Hest,Månedlig,Selvstendig,Hästsport,Direkte hos utgivare,,,SE,Sports – Equestrian,Equestrian enthusiasts,B2C,National,Print + Digital,High,,https://www.hastsport.se,VERIFIED
SE,Ridsport,Magasin,Hest,8x/år,Svenska Ridsportförbundet,SvRF,Direkte hos utgivare,,,SE,Sports – Equestrian,Equestrian enthusiasts,B2B,National,Print + Digital,Low,,https://www.ridsport.se,VERIFIED
SE,Min Häst,Magasin,Hest/barn,Månedlig,Egmont Publishing,Egmont,Egmont Publishing Annons,,,SE,Sports – Equestrian,Children (3-12),B2C,National,Print + Digital,High,,https://www.minhast.se,VERIFIED
SE,Vi Med Häst,Magasin,Hest,8x/år,Selvstendig,ViMH,Direkte hos utgivare,,,SE,Sports – Equestrian,Equestrian enthusiasts,B2C,National,Print + Digital,High,,https://hippson.se,UNVERIFIED
SE,Katten,Magasin,Katt,Kvartalsvis,SVERAK,SVERAK,Direkte hos utgivare,,,SE,Pets,General consumer,B2C,National,Print + Digital,Medium,,https://www.sverak.se,VERIFIED
SE,Husdjur,Magasin,Husdyr,Månedlig,Bonnier,Bonnier,Bonnier News Brands,,,SE,Pets,General consumer,B2C,National,Print + Digital,Medium,,https://www.husdjur.se,VERIFIED
SE,Curie,Fackpress,Forskning,Digital,Vetenskapsrådet,VR,Direkte hos utgivare,,,SE,Science,Science enthusiasts,B2B,National,Digital,High,,https://www.tidningencurie.se,VERIFIED
SE,Universitetsvärlden,Fackpress,Akademi,Digital,UKÄ,UKÄ,Direkte hos utgivare,,,SE,B2B – Education,Higher education pros,B2B,National,Digital,High,,https://www.uka.se,VERIFIED
SE,Tidningen Mama,Magasin,Foreldre,Månedlig,Bonnier,Bonnier,Bonnier News Brands,,,SE,Family & Parenting,General consumer,B2C,National,Print + Digital,Medium,,https://www.mama.nu,LIKELY_OK
SE,VårGård,Magasin,Hage,6x/år,Selvstendig,VårGård,Direkte hos utgivare,,,SE,Garden,General consumer,B2C,National,Print + Digital,High,,https://www.vargard.se,VERIFIED
SE,Trädgård,Magasin,Hage,6x/år,Selvstendig,Trädgård,Direkte hos utgivare,,,SE,Garden,General consumer,B2C,National,Print + Digital,High,,https://www.tradgardsmastaren.se,VERIFIED
SE,Allt om Trädgårdsdesign,Magasin,Hagedesign,Periodisk,Bonnier,Bonnier,Bonnier News Brands,,,SE,Garden,General consumer,B2C,National,Print + Digital,Medium,,https://www.alltomtradgard.se,LIKELY_OK
SE,Foto,Magasin,Foto,Månedlig,Selvstendig,Foto,Direkte hos utgivare,,,SE,Photography,General consumer,B2C,National,Print + Digital,High,,https://www.foto.se,LIKELY_OK
SE,Kamera & Bild,Magasin,Foto,8x/år,Selvstendig,K&B,Direkte hos utgivare,,,SE,Photography,General consumer,B2C,National,Print + Digital,High,,https://www.kamerabild.se,VERIFIED
SE,Audio,Magasin,Hi-fi/musikk,8x/år,Selvstendig,Audio,Direkte hos utgivare,,,SE,Music,General consumer,B2C,National,Print + Digital,High,,https://www.audio.se,VERIFIED
SE,Hifi & Musik,Magasin,Hi-fi,8x/år,Selvstendig,H&M,Direkte hos utgivare,,,SE,Music,General consumer,B2C,National,Print + Digital,Medium,,https://www.hifi-musik.se,VERIFIED
SE,Hus & Mark,Magasin,Bolig,Periodisk,Selvstendig,H&M,Direkte hos utgivare,,,SE,Home & Interior,General consumer,B2C,National,Print + Digital,High,,https://husmark.se,LIKELY_OK
SE,HRT,Fackpress,HR,Periodisk,Selvstendig,HRT,Direkte hos utgivare,,,SE,B2B – HR & Management,HR & management pros,B2B,National,Print + Digital,High,,https://www.hrt.se,VERIFIED
SE,Insight,Fackpress,Konsulent,Periodisk,Selvstendig,Insight,Direkte hos utgivare,,,SE,B2B – HR & Management,HR & management pros,B2B,National,Print + Digital,High,,https://insight-magazine.com,UNVERIFIED
SE,Logistikk i Norden,Fackpress,Logistikk,Periodisk,Selvstendig,Logistikk,Direkte hos utgivare,,,SE,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.intelligentlogistik.se,VERIFIED
SE,Inköp & Logistik,Fackpress,Innkjøp,Periodisk,Selvstendig,I&L,Direkte hos utgivare,,,SE,B2B – Transport & Logistics,Transport & logistics pros,B2B,National,Print + Digital,High,,https://www.silf.se,VERIFIED
SE,Market,Fackpress,Marknadsföring,Månedlig,Selvstendig,Market,Direkte hos utgivare,,,SE,B2B – Marketing & Media,Marketing & media pros,B2B,National,Print + Digital,High,,https://www.market.se,VERIFIED
SE,Hotell & Restaurang,Fackpress,Horeca,8x/år,Selvstendig,H&R,Direkte hos utgivare,,,SE,B2B – Hospitality,IT professionals,B2B,National,Print + Digital,High,,https://www.hotellrevyn.se,VERIFIED
SE,Restauratören,Fackpress,Horeca,Månedlig,Selvstendig,Restauratören,Direkte hos utgivare,,,SE,B2B – Hospitality,Hospitality pros,B2B,National,Print + Digital,High,,https://www.restauratoren.se,VERIFIED
SE,Hakon,Fackpress,Handel,Periodisk,Selvstendig,Hakon,Direkte hos utgivare,,,SE,B2B – Retail,Retail pros,B2B,National,Print + Digital,High,,https://www.icagruppen.se,VERIFIED
SE,Free,Fackpress,Detaljhandel,Periodisk,Selvstendig,Free,Direkte hos utgivare,,,SE,B2B – Retail,Retail pros,B2B,National,Print + Digital,High,,https://www.freemag.com,UNVERIFIED
SE,Habit,Fackpress,Mote/handel,6x/år,Selvstendig,Habit,Direkte hos utgivare,,,SE,B2B – Retail,Retail pros,B2B,National,Print + Digital,High,,https://www.habit.se,VERIFIED
SE,Resia News,Fackpress,Reise,Periodisk,Selvstendig,Resia,Direkte hos utgivare,,,SE,Travel,General consumer,B2B,National,Print + Digital,High,,https://www.resia.se,LIKELY_OK
SE,Travel News,Fackpress,Reise,Periodisk,Selvstendig,TN,Direkte hos utgivare,,,SE,Travel,General consumer,B2B,National,Print + Digital,High,,https://www.travelnews.se,VERIFIED
SE,ScandAsia,Fackpress,Næring/Asia,Periodisk,Selvstendig,ScandAsia,Direkte hos utgivare,,,SE,B2B – Other Trade Press,Industry professionals,B2B,National,Print + Digital,High,,https://scandasia.com,VERIFIED
SE,MedicalNews,Fackpress,Medisin,Periodisk,Svenska Docu Media,SDM,Svenska Docu Media Annons,,,SE,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://www.dagensmedicin.se,UNVERIFIED
SE,Onkologi i Sverige,Fackpress,Onkologi,Kvartalsvis,Svenska Docu Media,SDM,Svenska Docu Media Annons,,,SE,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://www.onkologiisverige.se,VERIFIED
SE,Diabetes Magazine,Fackpress,Diabetes,Kvartalsvis,Svenska Docu Media,SDM,Svenska Docu Media Annons,,,SE,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://diabetes.se,UNVERIFIED
SE,BestPractice,Fackpress,Medisin,Periodisk,Svenska Docu Media,SDM,Svenska Docu Media Annons,,,SE,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://bestpractice.se,VERIFIED
SE,NeurologiSverige,Fackpress,Nevrologi,Kvartalsvis,Svenska Docu Media,SDM,Svenska Docu Media Annons,,,SE,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://www.neurologiisverige.se,LIKELY_OK
SE,OrtopedisktMagasin,Fackpress,Ortopedi,Kvartalsvis,Svenska Docu Media,SDM,Svenska Docu Media Annons,,,SE,B2B – Healthcare,Healthcare professionals,B2B,National,Print + Digital,High,,https://ortopedisktmagasin.se,UNVERIFIED
DK,Politiken,Dagblad,Riks,Dagligt,Politiken Fonden,JP/Politikens Hus,JP/Politikens Hus Annonce,"København, social-liberal, fra 1884",88597,DK,News (National),General consumer,B2C,National,Print + Digital,Medium,"circulation-reported, liberal",https://politiken.dk,LIKELY_OK
DK,Morgenavisen Jyllands-Posten,Dagblad,Riks,Dagligt,Jyllands-Postens Fond,JP/Politikens Hus,JP/Politikens Hus Annonce,"Aarhus, liberal-konservativ, fra 1871",67000,DK,News (National),General consumer,B2C,National,Print + Digital,Medium,"circulation-reported, liberal",https://jyllands-posten.dk,LIKELY_OK
DK,Ekstra Bladet,Tabloid,Riks,Dagligt,JP/Politikens Hus,JP/Politikens Hus,JP/Politikens Hus Annonce,"Tabloid, fra 1904",60000,DK,News (National Tabloid),Mass market consumer,B2C,National,Print + Digital,High,"circulation-reported, tabloid",https://ekstrabladet.dk,LIKELY_OK
DK,Berlingske,Dagblad,Riks,Dagligt,"Amedia (NO, fra 2025)",Berlingske Media,Berlingske Media Annonce,"Konservativ, fra 1749",96897,DK,News (National),General consumer,B2C,National,Print + Digital,High,"circulation-reported, conservative",https://www.berlingske.dk,LIKELY_OK
DK,B.T.,Tabloid,Riks,Dagligt,"Amedia (NO, fra 2025)",Berlingske Media,Berlingske Media Annonce,100% digital siden 2023,,DK,News (National Tabloid),Mass market consumer,B2C,National,Print + Digital,High,tabloid,https://www.bt.dk,LIKELY_OK
DK,Weekendavisen,Ugeavis,Riks,Ugentligt,"Amedia (NO, fra 2025)",Berlingske Media,Berlingske Media Annonce,"Konservativ ugeavis, fredage",60000,DK,News (National),General consumer,B2C,National,Print + Digital,High,"circulation-reported, conservative",https://www.weekendavisen.dk,LIKELY_OK
DK,Børsen,Dagblad,Erhverv,Dagligt,"Bonnier (50,1%) / JP/Politikens (49,9%)",Dagbladet Børsen,Børsen Annonce,Forretningsavis,65000,DK,Business & Finance,Business decision-makers,B2C,National,Print + Digital,High,circulation-reported,https://borsen.dk,LIKELY_OK
DK,Information,Dagblad,Riks,Dagligt,Mediefonden Dagbladet Information,Information,Direkte hos udgiver,"Uafhængig venstre, fra 1943",25000,DK,News (National),Quality consumer,B2C,National,Print + Digital,High,circulation-reported,https://www.information.dk,VERIFIED
DK,Kristeligt Dagblad,Dagblad,Religion,Dagligt,Kristeligt Dagblad A/S,Kristeligt Dagblad,Direkte hos udgiver,"Kristen, fra 1896",22000,DK,Religion,Religious (Christian),B2B,National,Print + Digital,Medium,circulation-reported,https://www.kristeligt-dagblad.dk,VERIFIED
DK,Avisen Danmark,Tværgående,Riks,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,'Avis i avisen' i alle 14 JFM-blade,,DK,News (National),General consumer,B2C,National,Print + Digital,Medium,,https://avisendanmark.dk,VERIFIED
DK,Finans,Webavis,Erhverv,Digital,JP/Politikens Hus,JP/Politikens Hus,JP/Politikens Hus Annonce,Erhvervsnyheder online,,DK,Business & Finance,General consumer,B2C,National,Digital,High,digital-only,https://finans.dk,LIKELY_OK
DK,Watch Medier (samlet),Webavis,Erhverv/niche,Digital,JP/Politikens Hus,JP/Politikens Hus,JP/Politikens Hus Annonce,"FinansWatch, MediaWatch, EnergyWatch, MaritimeWatch m.fl. (15+)",,DK,B2B – Marketing & Media,Marketing & media pros,B2B,National,Digital,High,digital-only,https://watchmedier.dk,LIKELY_OK
DK,Altinget,Webavis,Politik,Digital,Altinget.dk,Altinget,Direkte hos udgiver,Politikbaseret,,DK,Politics & Current Affairs,General consumer,B2C,National,Digital,High,digital-only,https://www.altinget.dk,VERIFIED
DK,OLFI,Webavis,Forsvar,Digital,OLFI,OLFI,Direkte hos udgiver,Forsvarsfagligt,,DK,Politics & Current Affairs,General consumer,B2B,National,Digital,High,digital-only,https://olfi.dk,UNVERIFIED
DK,Jyllands-Posten Erhverv,Tillæg,Erhverv,Ugentligt,JP/Politikens Hus,JP,JP/Politikens Hus Annonce,,,DK,Business & Finance,General consumer,B2C,National,Print + Digital,High,,https://jyllands-posten.dk/erhverv,LIKELY_OK
DK,Politiken Magasinet,Tillæg,Livsstil,Ugentligt,JP/Politikens Hus,Politiken,JP/Politikens Hus Annonce,Lørdagstillæg,,DK,Affluent Lifestyle,Politiken weekend readers,B2C,National,Print + Digital,High,,https://politiken.dk/magasinet,LIKELY_OK
DK,Berlingske Business,Tillæg,Erhverv,Dagligt,Amedia,Berlingske Media,Berlingske Media Annonce,Erhvervssektion,,DK,Business & Finance,General consumer,B2C,National,Print + Digital,High,,https://www.berlingske.dk/business,LIKELY_OK
DK,AOK,Webavis,Kultur/livsstil,Digital,Amedia,Berlingske Media,Berlingske Media Annonce,Kulturguide,,DK,Arts & Culture,Culture-engaged consumers,B2C,National,Digital,Medium,digital-only,https://aok.dk/,LIKELY_OK
DK,Fyens Stiftstidende,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,"Odense, fra 1772",,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://www.fyens.dk,LIKELY_OK
DK,Fyns Amts Avis,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Svendborg/Sydfyn,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://fyens.dk,LIKELY_OK
DK,JydskeVestkysten,Dagblad,Regional,Dagligt,Jysk Fynske Medier,JFM,Jysk Fynske Medier Annonce,Esbjerg/Sydvestjylland,,DK,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://jv.dk,LIKELY_OK
